Month,Day,Hour,Minute,tidal_velocity,tidal_direction,wave_height,wave_period,wave_direction
1,2,1,0,0.4921220631103629,295.5628558148174,1.2945291666666665,7.813641666666667,12.875875
1,2,1,15,0.520327777943865,293.78621584046766,1.290025,7.82995,12.59275
1,2,1,30,0.5410341942982901,292.1938923506395,1.2855208333333332,7.846258333333334,12.309625
1,2,1,45,0.553845684283989,290.72111841681055,1.2810166666666665,7.862566666666667,12.026499999999999
1,2,2,0,0.5585211624459722,289.3165480493826,1.2765125,7.878875000000001,11.743375
1,2,2,15,0.5549594086958073,287.93918250223174,1.2720083333333332,7.895183333333334,11.46025
1,2,2,30,0.543207223994674,286.54757000489326,1.2675041666666667,7.9114916666666675,11.177125
1,2,2,45,0.5234670530224419,285.0972811613965,1.263,7.9278,10.894
1,2,3,0,0.49606972917121234,283.53638868394404,1.2596333333333332,7.917279166666667,10.994250000000001
1,2,3,15,0.46151099152674574,281.79293147842895,1.2562666666666666,7.906758333333333,11.0945
1,2,3,30,0.42040375652460577,279.7674505020299,1.2529,7.896237500000001,11.19475
1,2,3,45,0.3735571341843172,277.29928244544215,1.2495333333333332,7.885716666666667,11.295
1,2,4,0,0.3219604773881415,274.1163741422382,1.2461666666666666,7.875195833333334,11.39525
1,2,4,15,0.26690341417823793,269.71040730451506,1.2428,7.864675,11.4955
1,2,4,30,0.21027800859814133,263.0212115927574,1.2394333333333332,7.8541541666666665,11.59575
1,2,4,45,0.15548287622757692,251.58394960089635,1.2360666666666666,7.843633333333334,11.696
1,2,5,0,0.1106526475056065,229.6113074054506,1.2327,7.8331125,11.79625
1,2,5,15,0.0950717834060138,192.1566031213237,1.2293333333333332,7.822591666666667,11.8965
1,2,5,30,0.12090661396300866,158.54669461116237,1.2259666666666666,7.812070833333333,11.99675
1,2,5,45,0.16877628328648547,140.46663116253401,1.2226,7.801550000000001,12.097000000000001
1,2,6,0,0.22275227585818289,130.81637070837112,1.2192333333333332,7.791029166666667,12.19725
1,2,6,15,0.27666282023430616,124.97764619109341,1.2158666666666667,7.780508333333334,12.297500000000001
1,2,6,30,0.3277494916853419,121.03572690062747,1.2125,7.7699875,12.39775
1,2,6,45,0.3743973516199066,118.14386692194867,1.2091333333333332,7.7594666666666665,12.498000000000001
1,2,7,0,0.41548208830225164,115.8808257387221,1.2057666666666667,7.748945833333334,12.59825
1,2,7,15,0.45012245733800044,114.01766748652875,1.2024,7.738425,12.698500000000001
1,2,7,30,0.47766921190296535,112.41458170444102,1.1990333333333332,7.727904166666667,12.79875
1,2,7,45,0.4975897348217706,110.98368103129988,1.1956666666666667,7.717383333333333,12.899000000000001
1,2,8,0,0.5095536843159905,109.66294665510964,1.1923,7.7068625,12.99925
1,2,8,15,0.5133294373986359,108.40539957712413,1.1889333333333332,7.696341666666667,13.0995
1,2,8,30,0.5088681209311505,107.16953111743454,1.1855666666666667,7.6858208333333335,13.199750000000002
1,2,8,45,0.49623844480249607,105.91786957639313,1.1822,7.6753,13.3
1,2,9,0,0.47566509825716663,104.60714971705308,1.1939458333333333,7.625204166666666,14.274625
1,2,9,15,0.44751269713830466,103.18793477170075,1.2056916666666666,7.5751083333333336,15.24925
1,2,9,30,0.41228413357780336,101.5882377205834,1.2174375,7.5250125,16.223875
1,2,9,45,0.37062921012785816,99.70022392123052,1.2291833333333333,7.474916666666667,17.198500000000003
1,2,10,0,0.3233448601725409,97.34699289544612,1.2409291666666666,7.424820833333333,18.173125000000002
1,2,10,15,0.2714382452787374,94.19773778272818,1.252675,7.374725,19.147750000000002
1,2,10,30,0.2161960695757441,89.5704578954702,1.2644208333333333,7.324629166666667,20.122375
1,2,10,45,0.15967047065753895,81.80474978025514,1.2761666666666667,7.274533333333333,21.097
1,2,11,0,0.10638188050603353,66.04665304861852,1.2879125,7.2244375,22.071625
1,2,11,15,0.07155366168128645,29.036648038397452,1.2996583333333334,7.174341666666667,23.04625
1,2,11,30,0.08540996721694721,340.57861613301037,1.3114041666666667,7.124245833333333,24.020875000000004
1,2,11,45,0.13298388624190527,316.7490936745659,1.32315,7.0741499999999995,24.9955
1,2,12,0,0.18867027375821555,306.11747783705357,1.3348958333333332,7.024054166666667,25.970125000000003
1,2,12,15,0.2446222132186691,300.2842266022727,1.3466416666666667,6.973958333333333,26.944750000000003
1,2,12,30,0.29802767421835175,296.5282295955777,1.3583874999999999,6.9238625,27.919375000000002
1,2,12,45,0.3472829026888597,293.8246113357115,1.3701333333333332,6.873766666666667,28.894000000000002
1,2,13,0,0.3912958136755363,291.714287380473,1.3818791666666665,6.823670833333333,29.868625
1,2,13,15,0.4291652504572102,289.9585190360095,1.393625,6.773575,30.84325
1,2,13,30,0.4601778222600476,288.4205482489532,1.4053708333333332,6.7234791666666665,31.817875
1,2,13,45,0.48376224594319056,287.0139937154742,1.4171166666666666,6.673383333333334,32.792500000000004
1,2,14,0,0.49949106999024523,285.67723724434484,1.4288625,6.6232875,33.76712500000001
1,2,14,15,0.5070871187478538,284.3619828395387,1.4406083333333333,6.573191666666666,34.74175
1,2,14,30,0.5063911819927358,283.0265142289811,1.4523541666666666,6.523095833333333,35.716375
1,2,14,45,0.4974325339179173,281.6245596595541,1.4641,6.473,36.691
1,2,15,0,0.480363062901385,280.10628118570173,1.4826083333333333,6.455233333333333,37.417750000000005
1,2,15,15,0.4554824305063807,278.40549921232605,1.5011166666666667,6.4374666666666664,38.1445
1,2,15,30,0.42328234595834485,276.42977675235323,1.519625,6.4197,38.87125
1,2,15,45,0.3844050323551969,274.03983573498436,1.5381333333333334,6.401933333333333,39.598
1,2,16,0,0.33970211215122,271.0038148291338,1.5566416666666667,6.384166666666666,40.32475
1,2,16,15,0.29032157963196603,266.91212483558576,1.57515,6.3664,41.051500000000004
1,2,16,30,0.23794334640834147,260.97890842705885,1.5936583333333334,6.348633333333333,41.77825
1,2,16,45,0.185341117942026,251.53597751003406,1.6121666666666667,6.330866666666666,42.505
1,2,17,0,0.13833148629288997,234.94651612160033,1.630675,6.3130999999999995,43.231750000000005
1,2,17,15,0.1103334876635376,205.97319800351343,1.6491833333333334,6.295333333333333,43.9585
1,2,17,30,0.11895749829245737,171.335463910047,1.6676916666666668,6.277566666666666,44.68525
1,2,17,45,0.15866839792472853,147.85111515340688,1.6862,6.2598,45.412000000000006
1,2,18,0,0.2116029094790523,134.8063062593677,1.7047083333333333,6.2420333333333335,46.13875
1,2,18,15,0.26819973247563095,127.07554122424474,1.7232166666666666,6.224266666666667,46.865500000000004
1,2,18,30,0.3241992921028669,122.00191324416099,1.7417250000000002,6.2065,47.59225000000001
1,2,18,45,0.37732684002069083,118.36938410293025,1.7602333333333333,6.188733333333333,48.319
1,2,19,0,0.426051356998191,115.5832203884971,1.7787416666666667,6.170966666666667,49.045750000000005
1,2,19,15,0.46923384415448977,113.32322398185352,1.79725,6.1532,49.7725
1,2,19,30,0.5059782851071774,111.40098861451052,1.8157583333333334,6.135433333333333,50.49925
1,2,19,45,0.5355418848232134,109.69876277927202,1.8342666666666667,6.117666666666667,51.226
1,2,20,0,0.5573559179734257,108.13464590830544,1.852775,6.0999,51.95275
1,2,20,15,0.5710054929683251,106.64796036680627,1.8712833333333334,6.082133333333333,52.679500000000004
1,2,20,30,0.5762362449551399,105.19121173817238,1.8897916666666668,6.0643666666666665,53.40625
1,2,20,45,0.5729313813189151,103.71705023431477,1.9083,6.0466,54.133
1,2,21,0,0.5611313946839902,102.17981095630665,1.9039291666666667,6.05565,53.917375
1,2,21,15,0.5410349993299879,100.52606760029764,1.8995583333333335,6.0647,53.701750000000004
1,2,21,30,0.5130191390191988,98.68963521446094,1.8951875,6.0737499999999995,53.486125
1,2,21,45,0.47759166512827667,96.57525573739778,1.8908166666666668,6.0828,53.2705
1,2,22,0,0.4354763135923698,94.04761963018446,1.8864458333333334,6.09185,53.054875
1,2,22,15,0.3876164404408048,90.88671684161194,1.882075,6.100899999999999,52.83925
1,2,22,30,0.3352368352374184,86.72677415317014,1.8777041666666667,6.1099499999999995,52.623625000000004
1,2,22,45,0.2801183508804805,80.89628451771839,1.8733333333333333,6.119,52.408
1,2,23,0,0.22504409612340426,72.1075345454863,1.8689625,6.12805,52.192375
1,2,23,15,0.17523199508080708,57.84891416424688,1.8645916666666666,6.1371,51.97675
1,2,23,30,0.14125593969812383,34.60913348456311,1.8602208333333334,6.14615,51.761125
1,2,23,45,0.1382548292104113,4.492777547959714,1.85585,6.1552,51.545500000000004
1,3,0,0,0.1682293963610403,339.5528259781007,1.8514791666666666,6.16425,51.329875
1,3,0,15,0.21678833271188747,323.9886444548481,1.8471083333333334,6.173299999999999,51.11425
1,3,0,30,0.2722045528642017,314.48809875004093,1.8427375,6.18235,50.898625
1,3,0,45,0.32857629935830734,308.2857459800445,1.8383666666666667,6.1914,50.683
1,3,1,0,0.3827796249802228,303.92475749394816,1.8339958333333333,6.20045,50.467375
1,3,1,15,0.43292164752989654,300.6608851531475,1.829625,6.2095,50.25175
1,3,1,30,0.4776453121302459,298.08836694089655,1.8252541666666666,6.21855,50.036125
1,3,1,45,0.5159245248095887,295.96970544144824,1.8208833333333332,6.2276,49.820499999999996
1,3,2,0,0.5469681738456087,294.1594076850046,1.8165125,6.23665,49.604875
1,3,2,15,0.5701772444600013,292.55918895658124,1.8121416666666665,6.245699999999999,49.38925
1,3,2,30,0.5851104032573682,291.1003838881428,1.8077708333333333,6.25475,49.173625
1,3,2,45,0.5914844038518683,289.7303562948352,1.8034,6.2638,48.958
1,3,3,0,0.5891798235683228,288.4089769486828,1.7981375,6.252716666666666,48.769375
1,3,3,15,0.5782227805958531,287.0938658053684,1.792875,6.241633333333333,48.580749999999995
1,3,3,30,0.5588108697045898,285.74656504213914,1.7876124999999998,6.23055,48.392125
1,3,3,45,0.5312687132704127,284.3210071463934,1.7823499999999999,6.2194666666666665,48.2035
1,3,4,0,0.4960653223114875,282.75724518780225,1.7770875,6.208383333333333,48.014874999999996
1,3,4,15,0.45384803029207915,280.97339882400644,1.771825,6.1973,47.82625
1,3,4,30,0.4053872975316321,278.84188020421675,1.7665625,6.186216666666667,47.637625
1,3,4,45,0.3516435315770788,276.14983743762747,1.7612999999999999,6.175133333333333,47.449
1,3,5,0,0.2938202520249412,272.50288661973906,1.7560375,6.16405,47.260374999999996
1,3,5,15,0.23352881835011285,267.1014233193596,1.750775,6.152966666666666,47.071749999999994
1,3,5,30,0.17342640773538498,258.05338840602565,1.7455125,6.141883333333333,46.883125
1,3,5,45,0.11952261877987783,240.37669439709833,1.74025,6.1308,46.6945
1,3,6,0,0.0890380867943601,204.53325626202908,1.7349875,6.119716666666666,46.505874999999996
1,3,6,15,0.10568334447773689,163.49718150683753,1.729725,6.108633333333334,46.31725
1,3,6,30,0.15351105530221593,141.29089807955555,1.7244625,6.09755,46.128625
1,3,6,45,0.20999319084198897,130.40300349752698,1.7192,6.0864666666666665,45.94
1,3,7,0,0.2669050829414832,124.21193239579742,1.7139375,6.075383333333333,45.751374999999996
1,3,7,15,0.32102070478397493,120.19975654907506,1.708675,6.064299999999999,45.562749999999994
1,3,7,30,0.3705680838928253,117.33785707782397,1.7034125,6.053216666666667,45.374125
1,3,7,45,0.4143810788392733,115.14551258638252,1.69815,6.042133333333333,45.1855
1,3,8,0,0.45153730133843867,113.37110577965316,1.6928875,6.03105,44.996874999999996
1,3,8,15,0.48132822501906114,111.86900897013084,1.687625,6.019966666666667,44.80825
1,3,8,30,0.5032324639766397,110.54645866969862,1.6823625,6.008883333333333,44.619625
1,3,8,45,0.5168664973665831,109.34299425939007,1.6771,5.9978,44.431
1,3,9,0,0.5220042223009312,108.2135955768813,1.6598791666666668,5.995870833333333,44.25933333333333
1,3,9,15,0.5185571896136433,107.1197814090938,1.6426583333333333,5.993941666666666,44.087666666666664
1,3,9,30,0.5066069089540727,106.02919278992592,1.6254375,5.9920124999999995,43.916
1,3,9,45,0.4863666436958851,104.90575071537937,1.6082166666666666,5.990083333333333,43.74433333333333
1,3,10,0,0.458193635595258,103.70905931091704,1.5909958333333334,5.988154166666667,43.57266666666666
1,3,10,15,0.42259487360828224,102.3850394344758,1.573775,5.986225,43.400999999999996
1,3,10,30,0.38019520459890077,100.8486354112065,1.5565541666666667,5.984295833333333,43.22933333333333
1,3,10,45,0.33178438329734566,98.96611078834324,1.5393333333333334,5.982366666666667,43.05766666666666
1,3,11,0,0.27828941140474606,96.48252262410222,1.5221125,5.9804375,42.885999999999996
1,3,11,15,0.22086659004928744,92.86749940362958,1.5048916666666667,5.978508333333333,42.71433333333333
1,3,11,30,0.16116317507420855,86.78782272189211,1.4876708333333335,5.976579166666666,42.54266666666666
1,3,11,45,0.10249220702082672,73.85478196231152,1.47045,5.9746500000000005,42.370999999999995
1,3,12,0,0.05816728375985938,36.09753630421751,1.4532291666666668,5.972720833333334,42.199333333333335
1,3,12,15,0.07112907141246819,334.5374071196112,1.4360083333333333,5.970791666666667,42.02766666666667
1,3,12,30,0.12412016113428148,310.05865295105724,1.4187875,5.9688625,41.856
1,3,12,45,0.18363784931217203,300.67655459792684,1.4015666666666666,5.966933333333333,41.684333333333335
1,3,13,0,0.24245303421487635,295.77571550971,1.3843458333333334,5.965004166666667,41.51266666666667
1,3,13,15,0.29819161792377735,292.66185072438554,1.3671250000000001,5.963075,41.341
1,3,13,30,0.3494671465245338,290.418621875103,1.3499041666666667,5.961145833333333,41.169333333333334
1,3,13,45,0.39520530689756683,288.6515085112187,1.3326833333333332,5.959216666666666,40.99766666666667
1,3,14,0,0.43456942057627573,287.16212618082324,1.3154625,5.9572875000000005,40.826
1,3,14,15,0.46683305388543345,285.8385167578334,1.2982416666666667,5.955358333333334,40.654333333333334
1,3,14,30,0.49143557675447147,284.6079051058575,1.2810208333333333,5.953429166666667,40.48266666666667
1,3,14,45,0.5079304437617419,283.4208421182022,1.2638,5.9515,40.311
1,3,15,0,0.5160486134076905,282.2338225704523,1.2489820833333334,5.950195833333334,40.094458333333336
1,3,15,15,0.5156297513720479,281.0096035070714,1.2341641666666667,5.9488916666666665,39.877916666666664
1,3,15,30,0.5066839348153837,279.706972162724,1.21934625,5.9475875,39.661375
1,3,15,45,0.48939025838281663,278.2793068475603,1.2045283333333334,5.946283333333334,39.444833333333335
1,3,16,0,0.4640416150519262,276.6604044220013,1.1897104166666668,5.944979166666667,39.228291666666664
1,3,16,15,0.43114804847059207,274.76185453223343,1.1748925000000001,5.943675000000001,39.01175
1,3,16,30,0.3913651862391441,272.44142774372517,1.1600745833333335,5.942370833333333,38.795208333333335
1,3,16,45,0.3455649093875129,269.4679756678446,1.1452566666666666,5.941066666666667,38.57866666666666
1,3,17,0,0.29493770528706564,265.43017279203764,1.1304387500000002,5.9397625000000005,38.362125
1,3,17,15,0.24118160211757445,259.5224273612413,1.1156208333333333,5.938458333333333,38.145583333333335
1,3,17,30,0.18718891126346132,250.02708788376071,1.1008029166666666,5.937154166666667,37.92904166666666
1,3,17,45,0.1390380156647814,233.157596719743,1.085985,5.93585,37.7125
1,3,18,0,0.11102609603151864,203.47135915021263,1.0711670833333333,5.934545833333334,37.495958333333334
1,3,18,15,0.12142579009419703,168.52772988781177,1.0563491666666667,5.933241666666667,37.27941666666666
1,3,18,30,0.16342619159730792,145.4169252882112,1.04153125,5.9319375,37.062875
1,3,18,45,0.2184711976439915,132.71812205455547,1.0267133333333334,5.930633333333334,36.846333333333334
1,3,19,0,0.276993434759743,125.21541146083472,1.0118954166666667,5.929329166666667,36.62979166666666
1,3,19,15,0.33480869194212987,120.29372637739355,0.9970775000000001,5.928025,36.41325
1,3,19,30,0.3896240404543847,116.77456750594398,0.9822595833333334,5.926720833333333,36.19670833333333
1,3,19,45,0.43991887217986,114.07515559659258,0.9674416666666668,5.925416666666667,35.98016666666666
1,3,20,0,0.48452424542018535,111.88678710289844,0.9526237500000001,5.924112500000001,35.763625
1,3,20,15,0.522518467520527,110.02753601641597,0.9378058333333334,5.922808333333334,35.54708333333333
1,3,20,30,0.5531711556109916,108.38032388948442,0.9229879166666667,5.921504166666667,35.33054166666666
1,3,20,45,0.5758888644521615,106.86833402017848,0.90817,5.9202,35.114
1,3,21,0,0.5902496967385921,105.43153042814812,0.9018225000000001,5.909929166666667,34.608624999999996
1,3,21,15,0.5959828057922477,104.02340927449008,0.895475,5.899658333333334,34.103249999999996
1,3,21,30,0.5929776771515096,102.5983667832786,0.8891275000000001,5.889387500000001,33.597874999999995
1,3,21,45,0.5812700736318703,101.11309770891734,0.88278,5.8791166666666665,33.0925
1,3,22,0,0.5610693228113618,99.51497247167639,0.8764325000000001,5.868845833333333,32.587125
1,3,22,15,0.5327338518434885,97.740040173525,0.870085,5.858575,32.08175
1,3,22,30,0.49678625635176343,95.69969662486233,0.8637375,5.848304166666667,31.576375
1,3,22,45,0.45396657960691333,93.26411354323324,0.85739,5.838033333333334,31.070999999999998
1,3,23,0,0.40521323830793093,90.22885212924366,0.8510425,5.8277625,30.565624999999997
1,3,23,15,0.35174212173124786,86.25225270128207,0.844695,5.817491666666667,30.060249999999996
1,3,23,30,0.2952850839443131,80.71931497678405,0.8383475,5.807220833333334,29.554875
1,3,23,45,0.2385246630853925,72.45593745860386,0.8320000000000001,5.796950000000001,29.0495
1,4,0,0,0.1863234563870046,59.1732214958681,0.8256525,5.786679166666667,28.544125
1,4,0,15,0.14851408148724485,37.38832386777641,0.819305,5.776408333333333,28.038749999999997
1,4,0,30,0.14044075085245022,7.804100859952635,0.8129575,5.7661375,27.533375
1,4,0,45,0.16695347405789435,341.7658642648726,0.80661,5.755866666666667,27.028
1,4,1,0,0.21452044774333284,325.12840517176454,0.8002625,5.745595833333334,26.522624999999998
1,4,1,15,0.27027744578488233,315.02258998036467,0.793915,5.7353250000000005,26.017249999999997
1,4,1,30,0.32758203934281865,308.49685438473006,0.7875675,5.725054166666667,25.511875
1,4,1,45,0.3829804840980804,303.9640530749647,0.78122,5.714783333333333,25.0065
1,4,2,0,0.4344192888212953,300.6112624260773,0.7748725000000001,5.7045125,24.501125
1,4,2,15,0.4804621685419155,297.99834530319646,0.768525,5.694241666666667,23.99575
1,4,2,30,0.5200535643565959,295.8719441622187,0.7621775,5.683970833333333,23.490375
1,4,2,45,0.5523696871661224,294.07522927092907,0.75583,5.6737,22.985
1,4,3,0,0.5767688219728941,292.5066231335786,0.7666829166666667,5.645545833333333,35.628125
1,4,3,15,0.5928068623084587,291.09512862687245,0.7775358333333333,5.617391666666667,48.271249999999995
1,4,3,30,0.6001905852310582,289.78826218816465,0.78838875,5.5892375,60.914375
1,4,3,45,0.5987878379693429,288.54374456575266,0.7992416666666666,5.561083333333333,73.5575
1,4,4,0,0.5886135629596043,287.32475394672383,0.8100945833333333,5.5329291666666665,86.200625
1,4,4,15,0.5698463656986855,286.09528074955574,0.8209474999999999,5.504775,98.84375
